CODMU	MUNICIPIO	CODPROV
430424	Castellvell del Camp	43
080654	Castellví de la Marca	08
080667	Castellví de Rosanes	08
440677	Castelnou	44
440683	Castelserás	44
460924	Castielfabib	46
220860	Castiello de Jaca	22
220876	Castigaleu	22
090835	Castil de Peones	09
340480	Castil de Vela	34
060359	Castilblanco	06
410270	Castilblanco de los Arroyos	41
090829	Castildelgado	09
240423	Castilfalé	24
190788	Castilforte	19
420562	Castilfrío de la Sierra	42
500785	Castiliscar	50
220882	Castillazuelo	22
410286	Castilleja de Guzmán	41
410299	Castilleja de la Cuesta	41
410303	Castilleja del Campo	41
180457	Castilléjar	18
160685	Castillejo de Iniesta	16
370969	Castillejo de Martín Viejo	37
400463	Castillejo de Mesleón	40
420584	Castillejo de Robledo	42
160702	Castillejo-Sierra	16
450438	Castillo de Bayuela	45
160724	Castillo de Garcimuñoz	16
410310	Castillo de las Guardas, El	41
230269	Castillo de Locubín	23
120419	Castillo de Villamalefa	12
160719	Castillo-Albaráñez	16
220895	Castillonroy	22
310713	Castillonuevo	31
190791	Castilnuevo	19
420578	Castilruiz	42
370975	Castraz	37
340493	Castrejón de la Peña	34
470376	Castrejón de Trabancos	47
320224	Castrelo de Miño	32
320219	Castrelo do Val	32
180460	Castril	18
240439	Castrillo de Cabrera	24
340506	Castrillo de Don Juan	34
470382	Castrillo de Duero	47
490408	Castrillo de la Guareña	49
090840	Castrillo de la Reina	09
240444	Castrillo de la Valduerna	24
090853	Castrillo de la Vega	09
340513	Castrillo de Onielo	34
090888	Castrillo de Riopisuerga	09
340528	Castrillo de Villavega	34
090866	Castrillo del Val	09
090905	Castrillo Mota de Judíos	09
330169	Castrillón	33
470395	Castrillo-Tejeriego	47
320230	Castro Caldelas	32
040335	Castro de Filabres	04
400479	Castro de Fuentidueña	40
270109	Castro de Rei	27
140193	Castro del Río	14
470409	Castrobol	47
240460	Castrocalbón	24
240476	Castrocontrigo	24
470416	Castrodeza	47
490415	Castrogonzalo	49
090912	Castrojeriz	09
400485	Castrojimeno	40
470421	Castromembibre	47
340534	Castromocho	34
470437	Castromonte	47
490420	Castronuevo	49
470442	Castronuevo de Esgueva	47
470455	Castronuño	47
240495	Castropodame	24
330175	Castropol	33
470468	Castroponce	47
400498	Castroserna de Abajo	40
400518	Castroserracín	40
240508	Castrotierra de Valmadrigal	24
390204	Castro-Urdiales	39
270116	Castroverde	27
490436	Castroverde de Campos	49
470474	Castroverde de Cerrato	47
260440	Castroviejo	26
060362	Castuera	06
460930	Catadau	46
460945	Catarroja	46
120424	Catí	12
430430	Catllar, El	43
360101	Catoira	36
030553	Catral	03
020254	Caudete	02
460958	Caudete de las Fuentes	46
120430	Caudiel	12
250714	Cava	25
090639	Cavia	09
090933	Cayuela	09
450456	Cazalegas	45
230275	Cazalilla	23
410325	Cazalla de la Sierra	41
230281	Cazorla	23
490441	Cazurra	49
240515	Cea	24
240520	Cebanico	24
450469	Cebolla	45
090948	Cebrecos	09
050570	Cebreros	05
240536	Cebrones del Río	24
100612	Ceclavín	10
150222	Cedeira	15
100627	Cedillo	10
400523	Cedillo de la Torre	40
450475	Cedillo del Condado	45
440743	Cedrillas	44
150238	Cee	15
300177	Cehegín	30
470480	Ceinos de Campos	47
090951	Celada del Camino	09
440756	Celadas	44
320245	Celanova	32
440769	Cella	44
171899	Cellera de Ter, La	17
260453	Cellorigo	26
170499	Celrà	17
311939	Cendea de Olza/Oltza Zendea	31
190805	Cendejas de Enmedio	19
190812	Cendejas de la Torre	19
180476	Cenes de la Vega	18
260466	Cenicero	26
280376	Cenicientos	28
020267	Cenizate	02
320258	Cenlle	32
080673	Centelles	08
190827	Centenera	19
420597	Centenera de Andaluz	42
370981	Cepeda	37
050586	Cepeda la Mora	05
420601	Cerbón	42
150243	Cerceda	15
280382	Cercedilla	28
082687	Cercs	08
460961	Cerdà	46
082665	Cerdanyola del Vallès	08
369026	Cerdedo-Cotobade	36
150256	Cerdido	15
370994	Cereceda de la Sierra	37
490467	Cerecinos de Campos	49
490473	Cerecinos del Carrizal	49
371008	Cerezal de Peñahorcada	37
100633	Cerezo	10
400539	Cerezo de Abajo	40
400544	Cerezo de Arriba	40
090986	Cerezo de Río Tirón	09
490489	Cernadilla	49
440775	Cerollera, La	44
371015	Cerralbo	37
450481	Cerralbos, Los	45
091003	Cerratón de Juarros	09
210237	Cerro de Andévalo, El	21
371020	Cerro, El	37
270121	Cervantes	27
340552	Cervatos de la Cueza	34
080689	Cervelló	08
250729	Cervera	25
280395	Cervera de Buitrago	28
500798	Cervera de la Cañada	50
450494	Cervera de los Montes	45
340565	Cervera de Pisuerga	34
160730	Cervera del Llano	16
120445	Cervera del Maestre	12
260472	Cervera del Río Alhama	26
500802	Cerveruela	50
250735	Cervià de les Garrigues	25
170502	Cervià de Ter	17
470493	Cervillego de la Cruz	47
270137	Cervo	27
371036	Cespedosa de Tormes	37
500819	Cetina	50
510013	Ceuta	51
300183	Ceutí	30
340571	Cevico de la Torre	34
340587	Cevico Navero	34
371149	Chagarcía Medianero	37
220942	Chalamera	22
050678	Chamartín	05
320296	Chandrexa de Queixa	32
270168	Chantada	27
400655	Chañe	40
280513	Chapinería	28
180592	Chauchina	18
191039	Checa	19
060423	Cheles	06
461075	Chella	46
461069	Chelva	46
191044	Chequilla	19
461081	Chera	46
040366	Chercos	04
461094	Cheste	46
220955	Chía	22
110159	Chiclana de la Frontera	11
230294	Chiclana de Segura	23
120537	Chilches/Xilxes	12
160231	Chillarón de Cuenca	16
191060	Chillarón del Rey	19
130381	Chillón	13
230308	Chilluévar	23
191057	Chiloeches	19
180613	Chimeneas	18
220968	Chimillas	22
020292	Chinchilla de Monte-Aragón	02
280528	Chinchón	28
110162	Chipiona	11
500922	Chiprana	50
040372	Chirivel	04
461115	Chiva	46
500938	Chodes	50
120555	Chodos/Xodos	12
120568	Chóvar	12
240652	Chozas de Abajo	24
450566	Chozas de Canales	45
210307	Chucena	21
450572	Chueca	45
461120	Chulilla	46
160817	Chumillas	16
180628	Churriana de la Vega	18
091010	Ciadoncha	09
260488	Cidamón	26
420618	Cidones	42
280409	Ciempozuelos	28
160745	Cierva, La	16
390211	Cieza	39
300196	Cieza	30
190864	Cifuentes	19
470506	Cigales	47
420623	Cigudosa	42
470513	Ciguñuela	47
420639	Cihuela	42
260491	Cihuri	26
180482	Cijuela	18
050599	Cillán	05
091025	Cillaperlata	09
100648	Cilleros	10
371041	Cilleros de la Bastida	37
091031	Cilleruelo de Abajo	09
091046	Cilleruelo de Arriba	09
400557	Cilleruelo de San Mamés	40
390226	Cillorigo de Liébana	39
240541	Cimanes de la Vega	24
240554	Cimanes del Tejar	24
500824	Cimballa	50
500830	Cinco Olivas	50
190870	Cincovillas	19
120458	Cinctorres	12
310728	Cintruénigo	31
371067	Cipérez	37
120461	Cirat	12
310749	Cirauqui/Zirauki	31
420644	Ciria	42
310752	Ciriza/Ziritza	31
190886	Ciruelas	19
450507	Ciruelos	45
091059	Ciruelos de Cervera	09
190899	Ciruelos del Pinar	19
260504	Cirueña	26
420657	Cirujales del Río	42
050603	Cisla	05
340590	Cisneros	34
170519	Cistella	17
470528	Cistérniga	47
240567	Cistierna	24
130343	Ciudad Real	13
371073	Ciudad Rodrigo	37
070159	Ciutadella de Menorca	07
250740	Ciutadilla	25
310765	Cizur	31
500845	Clarés de Ribota	50
250753	Clariana de Cardener	25
260511	Clavijo	26
330181	Coaña	33
040340	Cóbdar	04
450514	Cobeja	45
280416	Cobeña	28
190903	Cobeta	19
450529	Cobisa	45
340604	Cobos de Cerrato	34
400560	Cobos de Fuentidueña	40
490505	Cobreros	49
400576	Coca	40
371089	Coca de Alba	37
030566	Cocentaina	03
500858	Codo	50
440808	Codoñera, La	44
400582	Codorniz	40
500861	Codos	50
060378	Codosera, La	06
460977	Cofrentes	46
470534	Cogeces de Íscar	47
470549	Cogeces del Monte	47
190910	Cogollor	19
091084	Cogollos	09
180495	Cogollos de Guadix	18
180508	Cogollos de la Vega	18
190925	Cogolludo	19
250766	Cogul, El	25
290424	Coín	29
150275	Coirós	15
170545	Colera	17
320261	Coles	32
050610	Colilla, La	05
390232	Colindres	39
250772	Coll de Nargó	25
050625	Collado de Contreras	05
100651	Collado de la Vera	10
050631	Collado del Mirón	05
400595	Collado Hermoso	40
280468	Collado Mediano	28
280474	Collado Villalba	28
340611	Collazos de Boedo	34
080692	Collbató	08
430458	Colldejou	43
080706	Collsuspina	08
290430	Colmenar	29
371092	Colmenar de Montemayor	37
280437	Colmenar de Oreja	28
280421	Colmenar del Arroyo	28
280455	Colmenar Viejo	28
280442	Colmenarejo	28
180515	Colomera	18
170558	Colomers	17
330194	Colunga	33
220909	Colungo	22
251636	Coma i la Pedra, La	25
290445	Comares	29
390247	Comillas	39
290458	Cómpeta	29
251615	Conca de Dalt	25
400609	Condado de Castilnovo	40
091097	Condado de Treviño	09
190959	Condemios de Abajo	19
190962	Condemios de Arriba	19
430461	Conesa	43
030572	Confrides	03
240573	Congosto	24
340626	Congosto de Valdavia	34
190978	Congostrina	19
110146	Conil de la Frontera	11
140207	Conquista	14
100664	Conquista de la Sierra	10
070162	Consell	07
430477	Constantí	43
410331	Constantina	41
050646	Constanzana	05
450535	Consuegra	45
500877	Contamina	50
091101	Contreras	09
490527	Coomonte	49
190984	Copernal	19
080713	Copons	08
440820	Corbalán	44
460983	Corbera	46
080728	Corbera de Llobregat	08
430483	Corbera d'Ebre	43
240589	Corbillos de los Oteros	24
250788	Corbins	25
170577	Corçà	17
470552	Corcos	47
150281	Corcubión	15
140214	Córdoba	14
060384	Cordobilla de Lácara	06
371106	Cordovilla	37
340632	Cordovilla la Real	34
260526	Cordovín	26
190997	Corduente	19
310771	Corella	31
260532	Corera	26
490533	Coreses	49
270142	Corgo, O	27
100670	Coria	10
410346	Coria del Río	41
410359	Coripe	41
150294	Coristanco	15
260547	Cornago	26
080734	Cornellà de Llobregat	08
170561	Cornellà del Terri	17
430496	Cornudella de Montsant	43
060397	Coronada, La	06
410362	Coronil, El	41
280480	Corpa	28
260550	Corporales	26
450540	Corral de Almaguer	45
400616	Corral de Ayllón	40
130356	Corral de Calatrava	13
390250	Corrales de Buelna, Los	39
470565	Corrales de Duero	47
490548	Corrales del Vino	49
410378	Corrales, Los	41
020273	Corral-Rubio	02
060401	Corte de Peleas	06
210242	Corteconcepción	21
320277	Cortegada	32
210255	Cortegana	21
210268	Cortelazor	21
310787	Cortes	31
440841	Cortes de Aragón	44
120483	Cortes de Arenoso	12
180536	Cortes de Baza	18
290461	Cortes de la Frontera	29
460996	Cortes de Pallás	46
180541	Cortes y Graena	18
130369	Cortijos, Los	13
240592	Corullón	24
150308	Coruña, A	15
091123	Coruña del Conde	09
330208	Corvera de Asturias	33
390263	Corvera de Toranzo	39
440854	Cosa	44
420682	Coscurita	42
280493	Coslada	28
270155	Cospeito	27
070178	Costitx	07
120496	Costur	12
500883	Cosuenda	50
490551	Cotanes del Monte	49
461000	Cotes	46
020289	Cotillas	02
420695	Covaleda	42
091139	Covarrubias	09
360139	Covelo	36
120509	Coves de Vinromà, les	12
030588	Cox	03
130375	Cózar	13
409025	Cozuelos de Fuentidueña	40
360144	Crecente	36
430509	Creixell	43
240606	Crémenes	24
170583	Crespià	17
050659	Crespos	05
440867	Cretas	44
030591	Crevillent	03
060418	Cristina	06
371128	Cristóbal	37
440873	Crivillén	44
179011	Cruïlles, Monells i Sant Sadurní de l'Heura	17
100686	Cuacos de Yuste	10
240613	Cuadros	24
320283	Cualedro	32
500896	Cuarte de Huerva	50
440889	Cuba, La	44
280506	Cubas de la Sagra	28
500900	Cubel	50
080749	Cubelles	08
250791	Cubells	25
420709	Cubilla	42
340663	Cubillas de Cerrato	34
240628	Cubillas de los Oteros	24
240634	Cubillas de Rueda	24
470571	Cubillas de Santa Marta	47
400621	Cubillo	40
191023	Cubillo de Uceda, El	19
091144	Cubillo del Campo	09
490564	Cubillos	49
240649	Cubillos del Sil	24
440892	Cubla	44
490570	Cubo de Benavente	49
091157	Cubo de Bureba	09
371134	Cubo de Don Sancho, El	37
420716	Cubo de la Solana	42
490586	Cubo de Tierra del Vino, El	49
440906	Cucalón	44
330215	Cudillero	33
490599	Cuelgamures	49
400637	Cuéllar	40
160783	Cuenca	16
470587	Cuenca de Campos	47
500917	Cuerlas, Las	50
450553	Cuerva	45
419038	Cuervo de Sevilla, El	41
440928	Cuervo, El	44
420737	Cueva de Ágreda	42
091176	Cueva de Roa, La	09
160796	Cueva del Hierro	16
290477	Cuevas Bajas	29
440934	Cuevas de Almudén	44
409059	Cuevas de Provanco	40
091195	Cuevas de San Clemente	09
290496	Cuevas de San Marcos	29
040353	Cuevas del Almanzora	04
290483	Cuevas del Becerro	29
189120	Cuevas del Campo	18
050662	Cuevas del Valle	05
440949	Cuevas Labradas	44
120516	Culla	12
180567	Cúllar	18
180573	Cúllar Vega	18
461056	Cullera	46
150315	Culleredo	15
100699	Cumbre, La	10
210274	Cumbres de Enmedio	21
210280	Cumbres de San Bartolomé	21
210293	Cumbres Mayores	21
430516	Cunit	43
360157	Cuntis	36
470590	Curiel de Duero	47
150320	Curtis	15
290509	Cútar	29
260563	Cuzcurrita de Río Tirón	26
280534	Daganzo de Arriba	28
130394	Daimiel	13
461136	Daimús	46
040388	Dalías	04
170600	Darnius	17
500943	Daroca	50
260579	Daroca de Rioja	26
180634	Darro	18
170617	Das	17
030612	Daya Nueva	03
030627	Daya Vieja	03
200296	Deba	20
330220	Degaña	33
340679	Dehesa de Montejo	34
340685	Dehesa de Romanos	34
180649	Dehesas de Guadix	18
180652	Dehesas Viejas	18
070184	Deià	07
180665	Deifontes	18
100703	Deleitosa	10
439018	Deltebre	43
030633	Dénia	03
489011	Derio	48
100710	Descargamaría	10
310790	Desojo	31
240665	Destriana	24
420755	Dévanos	42
420768	Deza	42
310804	Dicastillo	31
059035	Diego del Carpio	05
180671	Diezma	18
180687	Dílar	18
480268	Dima	48
371152	Dios le Guarde	37
150336	Dodro	15
180690	Dólar	18
030648	Dolores	03
461141	Domeño	46
400680	Domingo García	40
450588	Domingo Pérez	45
189154	Domingo Pérez de Granada	18
060439	Don Álvaro	06
060444	Don Benito	06
310811	Donamaria	31
312212	Doneztebe/Santesteban	31
400693	Donhierro	40
050697	Donjimeno	05
200697	Donostia/San Sebastián	20
050701	Donvidas	05
140229	Doña Mencía	14
371165	Doñinos de Ledesma	37
371171	Doñinos de Salamanca	37
461154	Dos Aguas	46
410384	Dos Hermanas	41
140235	Dos Torres	14
450591	Dosbarrios	45
080752	Dosrius	08
360160	Dozón	36
191076	Driebes	19
180704	Dúdar	18
340698	Dueñas	34
430537	Duesaigües	43
150341	Dumbría	15
480274	Durango	48
180711	Dúrcal	18
191082	Durón	19
400707	Duruelo	40
420780	Duruelo de la Sierra	42
480280	Ea	48
310832	Echarri/Etxarri	31
410397	Écija	41
200300	Eibar	20
070260	Eivissa	07
500956	Ejea de los Caballeros	50
371187	Éjeme	37
049026	Ejido, El	04
440965	Ejulve	44
480314	Elantxobe	48
010210	Elburgo/Burgelu	01
020306	Elche de la Sierra	02
030651	Elche/Elx	03
010225	Elciego	01
030664	Elda	03
200317	Elduain	20
200338	Elgeta	20
200322	Elgoibar	20
310879	Elgorriaga	31
461167	Eliana, l'	46
100725	Eljas	10
480329	Elorrio	48
010231	Elvillar/Bilar	01
191095	Embid	19
500969	Embid de Ariza	50
461173	Emperador	46
371204	Encina de San Silvestre	37
371190	Encina, La	37
500981	Encinacorba	50
400714	Encinas	40
371211	Encinas de Abajo	37
371226	Encinas de Arriba	37
470604	Encinas de Esgueva	47
140240	Encinas Reales	14
210314	Encinasola	21
371232	Encinasola de los Comendadores	37
240671	Encinedo	24
400729	Encinillas	40
091209	Encío	09
260585	Enciso	26
371247	Endrinal	37
310898	Enériz/Eneritz	31
461189	Enguera	46
160822	Enguídanos	16
040412	Enix	04
461192	Ènova, l'	46
490610	Entrala	49
390285	Entrambasaguas	39
260598	Entrena	26
320300	Entrimo	32
060457	Entrín Bajo	06
500994	Épila	50
489026	Erandio	48
310902	Eratsun	31
240687	Ercina, La	24
480335	Ereño	48
310919	Ergoiena	31
501008	Erla	50
480340	Ermua	48
200678	Errenteria	20
200662	Errezil	20
010474	Erriberabeitia	01
010468	Erriberagoitia/Ribera Alta	01
480792	Errigoiti	48
310924	Erro	31
450605	Erustes	45
210329	Escacena del Campo	21
170622	Escala, L'	17
390298	Escalante	39
450612	Escalona	45
400735	Escalona del Prado	40
450627	Escalonilla	45
191109	Escamilla	19
230315	Escañuela	23
400740	Escarabajosa de Cabezas	40
191116	Escariche	19
501015	Escatrón	50
240690	Escobar de Campos	24
400753	Escobar de Polendos	40
420793	Escobosa de Almazán	42
191121	Escopete	19
070197	Escorca	07
280549	Escorial, El	28
440971	Escorihuela	44
440990	Escucha	44
100731	Escurial	10
371250	Escurial de la Sierra	37
180726	Escúzar	18
320317	Esgos	32
470611	Esguevillas de Esgueva	47
200343	Eskoriatza	20
310945	Eslava	31
120574	Eslida	12
371263	Espadaña	37
490625	Espadañedo	49
120580	Espadilla	12
060460	Esparragalejo	06
060476	Esparragosa de la Serena	06
060482	Esparragosa de Lares	06
080765	Esparreguera	08
410401	Espartinas	41
310958	Esparza de Salazar/Espartza Zaraitzu	31
371279	Espeja	37
420807	Espeja de San Marcelino	42
140253	Espejo	14
420814	Espejón	42
230320	Espeluy	23
110178	Espera	11
140266	Espiel	14
400766	Espinar, El	40
170638	Espinelves	17
371285	Espino de la Orbada	37
340702	Espinosa de Cerrato	34
091221	Espinosa de Cervera	09
191137	Espinosa de Henares	19
050723	Espinosa de los Caballeros	05
091242	Espinosa de los Monteros	09
340719	Espinosa de Villagonzalo	34
091237	Espinosa del Camino	09
450633	Espinoso del Rey	45
400772	Espirdo	40
191142	Esplegares	19
250812	Espluga Calba, L'	25
430542	Espluga de Francolí, L'	43
080771	Esplugues de Llobregat	08
220993	Esplús	22
170643	Espolla	17
170656	Esponellà	17
070201	Esporles	07
250827	Espot	25
310961	Espronceda	31
080787	Espunyola, L'	08
082541	Esquirol, L'	08
450648	Esquivias	45
191155	Establés	19
221029	Estada	22
221035	Estadilla	22
250886	Estamariu	25
080790	Estany, L'	08
250851	Estaràs	25
310977	Estella-Lizarra	31
070218	Estellencs	07
410418	Estepa	41
420829	Estepa de San Juan	42
091255	Estépar	09
290516	Estepona	29
441004	Estercuel	44
310983	Esteribar	31
250864	Esterri d'Àneu	25
250870	Esterri de Cardós	25
461206	Estivella	46
260602	Estollo	26
221053	Estopiñán del Castillo	22
360176	Estrada, A	36
450651	Estrella, La	45
280552	Estremera	28
191168	Estriégana	19
461213	Estubeny	46
310996	Etayo	31
310826	Etxalar	31
310847	Etxarri Aranatz	31
310850	Etxauri	31
480293	Etxebarri	48
480307	Etxebarria	48
311000	Eulate	31
311017	Ezcabarte	31
260619	Ezcaray	26
310930	Ezcároz/Ezkaroze	31
200356	Ezkio-Itsaso	20
311022	Ezkurra	31
311038	Ezprogui	31
501020	Fabara	50
240704	Fabero	24
030670	Facheca	03
221066	Fago	22
311043	Falces	31
430555	Falset	43
030686	Famorca	03
221072	Fanlo	22
120593	Fanzara	12
170059	Far d'Empordà, El	17
290521	Faraján	29
490631	Faramontanos de Tábara	49
490646	Fariza	49
501041	Farlete	50
250899	Farrera	25
380125	Fasnia	38
430568	Fatarella, La	43
461228	Faura	46
461234	Favara	46
501054	Fayón	50
501067	Fayos, Los	50
430574	Febró, La	43
070223	Felanitx	07
040433	Felix	04
150354	Fene	15
020313	Férez	02
060495	Feria	06
490659	Fermoselle	49
130408	Fernán Caballero	13
140272	Fernán-Núñez	14
180747	Ferreira	18
490662	Ferreras de Abajo	49
490678	Ferreras de Arriba	49
070239	Ferreries	07
490684	Ferreruela	49
441011	Ferreruela de Huerva	44
150367	Ferrol	15
081347	Figaró-Montmany	08
080804	Fígols	08
259084	Fígols i Alinyà	25
430580	Figuera, La	43
170669	Figueres	17
430593	Figuerola del Camp	43
120607	Figueroles	12
490697	Figueruela de Arriba	49
501073	Figueruelas	50
040448	Fines	04
030699	Finestrat	03
040451	Fiñana	04
350081	Firgas	35
221091	Fiscal	22
150373	Fisterra	15
311056	Fitero	31
170675	Flaçà	17
430607	Flix	43
050739	Flores de Ávila	05
250925	Floresta, La	25
371298	Florida de Liébana	37
080826	Fogars de la Selva	08
080811	Fogars de Montclús	08
461265	Foios	46
170681	Foixà	17
240711	Folgoso de la Ribera	24
270174	Folgoso do Courel	27
080832	Folgueroles	08
470626	Fombellida	47
501089	Fombuena	50
470632	Fompedraza	47
260624	Foncea	26
250931	Fondarella	25
030778	Fondó de les Neus, el/Hondón de las Nieves	03
040464	Fondón	04
180763	Fonelas	18
441026	Fonfría	44
490718	Fonfría	49
080847	Fonollosa	08
270180	Fonsagrada, A	27
461287	Font de la Figuera, la	46
461271	Font d'En Carròs, la	46
170694	Fontanals de Cerdanya	17
191174	Fontanar	19
130415	Fontanarejo	13
461249	Fontanars dels Alforins	46
170708	Fontanilles	17
170715	Fontcoberta	17
311069	Fontellas	31
470647	Fontihoyuelo	47
091274	Fontioso	09
050744	Fontiveros	05
080850	Font-rubí	08
221105	Fonz	22
260630	Fonzaleche	26
250946	Foradada	25
221112	Foradada del Toscar	22
179026	Forallac	17
120614	Forcall	12
360182	Forcarei	36
430614	Forès	43
371302	Forfoleda	37
070244	Formentera	07
030703	Formentera del Segura	03
441032	Formiche Alto	44
070257	Fornalutx	07
170736	Fornells de la Selva	17
360195	Fornelos de Montes	36
180779	Fornes	18
441050	Fórnoles	44
461252	Fortaleny	46
441063	Fortanete	44
170741	Fortià	17
300200	Fortuna	30
489063	Forua	48
270193	Foz	27
441079	Foz-Calanda	44
150389	Frades	15
371319	Frades de la Sierra	37
221127	Fraga	22
501092	Frago, El	50
230336	Frailes	23
330236	Franco, El	33
091280	Frandovínez	09
080863	Franqueses del Vallès, Les	08
501106	Frasno, El	50
340724	Frechilla	34
420835	Frechilla de Almazán	42
060508	Fregenal de la Sierra	06
371324	Fregeneda, La	37
430629	Freginals	43
180785	Freila	18
501113	Fréscano	50
160838	Fresneda de Altarejos	16
400788	Fresneda de Cuéllar	40
160843	Fresneda de la Sierra	16
091293	Fresneda de la Sierra Tirón	09
441085	Fresneda, La	44
050757	Fresnedilla	05
280565	Fresnedillas de la Oliva	28
371330	Fresnedoso	37
100759	Fresnedoso de Ibor	10
091307	Fresneña	09
091314	Fresnillo de las Dueñas	09
371345	Fresno Alhándiga	37
400791	Fresno de Cantespino	40
420840	Fresno de Caracena	42
400805	Fresno de la Fuente	40
490757	Fresno de la Polvorosa	49
490760	Fresno de la Ribera	49
240732	Fresno de la Vega	24
091329	Fresno de Río Tirón	09
091335	Fresno de Rodilla	09
490776	Fresno de Sayago	49
280571	Fresno de Torote	28
340730	Fresno del Río	34
050760	Fresno, El	05
470650	Fresno el Viejo	47
091340	Frías	09
441098	Frías de Albarracín	44
490782	Friera de Valverde	49
290537	Frigiliana	29
270207	Friol	27
340745	Frómista	34
380131	Frontera	38
160856	Frontera, La	16
480353	Fruiz	48
400812	Frumales	40
191180	Fuembellida	19
130420	Fuencaliente	13
380146	Fuencaliente de la Palma	38
191193	Fuencemillán	19
501134	Fuendejalón	50
501149	Fuendetodos	50
441102	Fuenferrada	44
290542	Fuengirola	29
280587	Fuenlabrada	28
060515	Fuenlabrada de los Montes	06
130436	Fuenllana	13
260645	Fuenmayor	26
470663	Fuensaldaña	47
450664	Fuensalida	45
020328	Fuensanta	02
230341	Fuensanta de Martos	23
300217	Fuente Álamo de Murcia	30
149019	Fuente Carreteros	14
060520	Fuente de Cantos	06
160869	Fuente de Pedro Naharro	16
290555	Fuente de Piedra	29
371358	Fuente de San Esteban, La	37
400827	Fuente de Santa Cruz	40
060536	Fuente del Arco	06
060541	Fuente del Maestre	06
130441	Fuente el Fresno	13
400833	Fuente el Olmo de Fuentidueña	40
400848	Fuente el Olmo de Íscar	40
050776	Fuente el Saúz	05
280590	Fuente el Saz de Jarama	28
470679	Fuente el Sol	47
490795	Fuente Encalada	49
140288	Fuente la Lancha	14
120635	Fuente la Reina	12
140291	Fuente Obejuna	14
140305	Fuente Palmera	14
180798	Fuente Vaqueros	18
020334	Fuente-Álamo	02
020349	Fuentealbilla	02
420853	Fuentearmegil	42
091353	Fuentebureba	09
420866	Fuentecambrón	42
420872	Fuentecantos	42
091366	Fuentecén	09
371361	Fuenteguinaldo	37
210335	Fuenteheridos	21
191207	Fuentelahiguera de Albatages	19
490809	Fuentelapeña	49
091372	Fuentelcésped	09
191214	Fuentelencina	19
160875	Fuentelespino de Haro	16
160881	Fuentelespino de Moya	16
371377	Fuenteliante	37
091388	Fuentelisendo	09
420888	Fuentelmonge	42
191229	Fuentelsaz	19
420891	Fuentelsaz de Soria	42
191235	Fuentelviejo	19
091391	Fuentemolinos	09
169041	Fuentenava de Jábaga	16
091405	Fuentenebro	09
191240	Fuentenovilla	19
470685	Fuente-Olmedo	47
400864	Fuentepelayo	40
420905	Fuentepinilla	42
400870	Fuentepiñel	40
400886	Fuenterrebollo	40
371383	Fuenterroble de Salvatierra	37
461290	Fuenterrobles	46
160894	Fuentes	16
441119	Fuentes Calientes	44
441124	Fuentes Claras	44
410423	Fuentes de Andalucía	41
050782	Fuentes de Año	05
120640	Fuentes de Ayódar	12
371396	Fuentes de Béjar	37
240747	Fuentes de Carbajal	24
501152	Fuentes de Ebro	50
501165	Fuentes de Jiloca	50
060554	Fuentes de León	06
420927	Fuentes de Magaña	42
340761	Fuentes de Nava	34
371400	Fuentes de Oñoro	37
490821	Fuentes de Ropel	49
441130	Fuentes de Rubielos	44
340777	Fuentes de Valdepero	34
490816	Fuentesaúco	49
400899	Fuentesaúco de Fuentidueña	40
490837	Fuentesecas	49
400910	Fuentesoto	40
441145	Fuentespalda	44
091412	Fuentespina	09
490842	Fuentespreadas	49
420933	Fuentestrún	42
140312	Fuente-Tójar	14
400925	Fuentidueña	40
280604	Fuentidueña de Tajo	28
230354	Fuerte del Rey	23
160915	Fuertescusa	16
221133	Fueva, La	22
250962	Fuliola, La	25
250978	Fulleda	25
311075	Funes	31
311081	Fustiñana	31
160920	Gabaldón	16
189056	Gabias, Las	18
200381	Gabiria	20
040470	Gádor	04
080902	Gaià	08
030725	Gaianes	03
120653	Gaibiel	12
200375	Gaintza	20
191253	Gajanejos	19
371417	Gajates	37
280611	Galapagar	28
191266	Galápagos	19
311094	Galar	31
210340	Galaroza	21
091433	Galbarros	09
260658	Galbárruli	26
480366	Galdakao	48
480372	Galdames	48
350094	Gáldar	35
490855	Galende	49
180824	Galera	18
430635	Galera, La	43
260661	Galilea	26
371422	Galindo y Perahuy	37
371438	Galinduste	37
371443	Galisancho	37
100762	Galisteo	10
040486	Gallardos, Los	04
091448	Gallega, La	09
400931	Gallegos	40
050795	Gallegos de Altamiros	05
371456	Gallegos de Argañán	37
470698	Gallegos de Hornija	47
050809	Gallegos de Sobrinos	05
371469	Gallegos de Solmirón	37
490868	Gallegos del Pan	49
490874	Gallegos del Río	49
080879	Gallifa	08
260677	Gallinero de Cameros	26
311108	Gallipienzo/Galipentzu	31
501171	Gallocanta	50
311115	Gallués/Galoze	31
501187	Gallur	50
441158	Galve	44
191272	Galve de Sorbe	19
450670	Gálvez	45
480388	Gamiz-Fika	48
490880	Gamones	49
430640	Gandesa	43
461311	Gandia	46
160936	Garaballa	16
380159	Garachico	38
380162	Garafía	38
480391	Garai	48
311120	Garaioa	31
060567	Garbayuela	06
430653	Garcia	43
100778	Garciaz	10
371475	Garcibuey	37
371481	Garcihernández	37
400946	Garcillán	40
450686	Garciotum	45
371494	Garcirrey	37
311136	Garde	31
441161	Gargallo	44
