CCN	CODCNH	Nombre Centro	Dirección	Teléfono	Cód. Municipio	Municipio	Cód. Provincia	Provincia	Cód. CCAA	CCAA	Código Postal	CAMAS	Cód. Clase de Centro	Clase de Centro	Cód. Dep. Funcional	Dependencia Funcional	Forma parte Complejo	CODIDCOM	Nombre del Complejo	ALTA	Email
1328020032	281393	Clínica Universidad de Navarra	Calle Del Marquesado de Santa Marta 1	000000000	280796	Madrid	28	Madrid	13	Madrid	28022	72	C11	Hospitales Generales	20	Privados	N			N	
1328000077	281247	Hospital Pardo de Aravaca	Calle De La Salle 12	917402682	280796	Madrid	28	Madrid	13	Madrid	28023	88	C11	Hospitales Generales	20	Privados	N			N	
1328000069	281113	Hospital Md Anderson Cáncer Center Madrid	Calle De Gómez Hemans 2	913834980	280796	Madrid	28	Madrid	13	Madrid	28033	99	C12	Hospitales especializados	20	Privados	N			N	
1328000063	281034	Clínica Isadora S.A.	Calle De Los Pirineos 7	913111000	280796	Madrid	28	Madrid	13	Madrid	28040	20	C190	Otros Centros con Internamiento	20	Privados	N			N	
1328000051	280395	Clínica San Miguel	Calle De Arturo Soria 204	914135011	280796	Madrid	28	Madrid	13	Madrid	28043	145	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
1328000040	280339	Hospital San Rafael	Calle De Serrano 199	915649943	280796	Madrid	28	Madrid	13	Madrid	28016	184	C11	Hospitales Generales	20	Privados	N			N	
1328000025	280954	Hospital Universitario HM Madrid	Plaza Del Conde del Valle de Suchil 16	914476600	280796	Madrid	28	Madrid	13	Madrid	28015	99	C11	Hospitales Generales	20	Privados	N			N	contabilidad@hospitaldemadrid.com
1328000014	280468	Hospital San Camilo	Calle De Juan Bravo 39	914022100	280796	Madrid	28	Madrid	13	Madrid	28006	81	C11	Hospitales Generales	20	Privados	N			N	
1328000008	280604	Hospital Universitario La Zarzuela	Calle De Pléyades 25	915858000	280796	Madrid	28	Madrid	13	Madrid	28023	116	C11	Hospitales Generales	20	Privados	N			N	
1328000007	280534	Clínica La Luz, S.L.	Calle Del Maestro Ángel Llorca 8	915530500	280796	Madrid	28	Madrid	13	Madrid	28003	152	C11	Hospitales Generales	20	Privados	N			N	
1328000006	280549	Hospital Fuensanta	Calle De Arturo Soria 17	914079295	280796	Madrid	28	Madrid	13	Madrid	28027	20	C11	Hospitales Generales	20	Privados	N			N	fuensanta@tecnivia.com
1328030390	281491	HM Hospitales 1989, S.A.	Calle De Cobos de Segovia 4	914444244	280796	Madrid	28	Madrid	13	Madrid	28005	90	C11	Hospitales Generales	20	Privados	N			S	
1328026683	281478	Alm Univass S.L.	Calle De Las Cerilleras 7	000000000	280796	Madrid	28	Madrid	13	Madrid	28054	39	C13	Hospitales de media y larga estancia	20	Privados	N			N	
1328000078	281225	Hospital Universitario HM Sanchinarro	Calle De Oña 10	917567800	280796	Madrid	28	Madrid	13	Madrid	28050	198	C11	Hospitales Generales	20	Privados	N			N	
1328000064	281049	Hospital Ha Universitario Moncloa	Avenida De Valladolid 83	915954500	280796	Madrid	28	Madrid	13	Madrid	28008	235	C11	Hospitales Generales	20	Privados	N			N	
1328000059	280382	Hospital San Francisco de Asís	Calle De Joaquín Costa 28	915630360	280796	Madrid	28	Madrid	13	Madrid	28002	168	C11	Hospitales Generales	20	Privados	N			N	
1328000015	280376	Hospital Viamed Santa Elena, S.L	Calle De Abtao 25	914539400	280796	Madrid	28	Madrid	13	Madrid	28007	70	C190	Otros Centros con Internamiento	20	Privados	N			N	
1328000009	280421	Hospital Universitario Fundacion Jimenez Diaz	Avenida De Los Reyes Católicos 2	915504800	280796	Madrid	28	Madrid	13	Madrid	28040	651	C11	Hospitales Generales	20	Privados	N			N	rvelez@fjd.es
1328000074	281179	Hospital Universitario La Moraleja	Avenida De Francisco Pi y Margall 81	913244805	280796	Madrid	28	Madrid	13	Madrid	28050	121	C11	Hospitales Generales	20	Privados	N			N	
1328000030	280565	Hospital Ruber Internacional	Calle De La Maso 38	913875000	280796	Madrid	28	Madrid	13	Madrid	28034	143	C11	Hospitales Generales	20	Privados	N			N	
1328000053	280587	Hospital La Milagrosa S.A.	Calle De Modesto Lafuente 14	914472100	280796	Madrid	28	Madrid	13	Madrid	28010	142	C11	Hospitales Generales	20	Privados	N			N	
1328000018	280360	Hospital Beata Maria Ana	Calle Del Doctor Esquerdo 83	914097423	280796	Madrid	28	Madrid	13	Madrid	28007	163	C11	Hospitales Generales	20	Privados	N			N	
1328000079	281214	Hospital Centro de Cuidados Laguna	Calle Del Concejal Francisco José Jimenez Martin 128	914010708	280796	Madrid	28	Madrid	13	Madrid	28047	36	C13	Hospitales de media y larga estancia	20	Privados	N			N	
1328000065	281087	Clínica Cemtro	Avenida Del Ventisquero de La Condesa 42	917355757	280796	Madrid	28	Madrid	13	Madrid	28035	100	C11	Hospitales Generales	20	Privados	N			N	
1328000052	280679	Sanatorio Esquerdo, S.A.	Avenida De Los Poblados 70	917061100	280796	Madrid	28	Madrid	13	Madrid	28044	130	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
1328000046	280650	Clínica López Ibor	Calle Del Doctor Juan José López Ibor 2	913162740	280796	Madrid	28	Madrid	13	Madrid	28035	67	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
1328000054	280647	Clínica Dr. León	Plaza De Mariano de Cavia 3	914332948	280796	Madrid	28	Madrid	13	Madrid	28007	96	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
1328000011	280626	Hospital HM Nuevo Belen	Calle De José Silva 7	917444100	280796	Madrid	28	Madrid	13	Madrid	28043	60	C12	Hospitales especializados	20	Privados	N			N	
1328000013	280552	Hospital Ruber Juan Bravo	Calle De Juan Bravo 49	914026100	280796	Madrid	28	Madrid	13	Madrid	28006	146	C11	Hospitales Generales	20	Privados	N			N	
1328000010	280474	Hospital Nuestra Señora de América	Calle De Arturo Soria 103-105-107	914130061	280796	Madrid	28	Madrid	13	Madrid	28043	100	C11	Hospitales Generales	20	Privados	N			N	
1328000061	280455	Hospital Hestia Madrid	Carretera De Colmenar Viejo KM.16	917340500	280796	Madrid	28	Madrid	13	Madrid	28049	297	C13	Hospitales de media y larga estancia	20	Privados	N			N	
1328000058	280442	Hospital Virgen del Mar	Calle De Honduras 14	913539500	280796	Madrid	28	Madrid	13	Madrid	28016	73	C11	Hospitales Generales	20	Privados	N			N	
1328000050	280409	Clínica Nuestra Señora de La Paz	Calle De López de Hoyos 259	914156000	280796	Madrid	28	Madrid	13	Madrid	28043	99	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
1328000060	280357	Hospital Quironsalud San José	Calle De Cartagena 111	914153100	280796	Madrid	28	Madrid	13	Madrid	28002	84	C11	Hospitales Generales	20	Privados	N			N	
1328000024	280344	Hospital de La V.O.T. de San Francisco de Asís	Calle De San Bernabé 13	913657600	280796	Madrid	28	Madrid	13	Madrid	28005	74	C190	Otros Centros con Internamiento	20	Privados	N			N	
1328000029	280416	Fundacion Instituto San José	Calle Del Pinar de San José 98	915080140	280796	Madrid	28	Madrid	13	Madrid	28054	305	C13	Hospitales de media y larga estancia	20	Privados	N			N	paloma@ohsjd.es
1328000057	280323	Sanatorio Nuestra Señora del Rosario	Calle Del Cardenal Cisneros 7	914359100	280796	Madrid	28	Madrid	13	Madrid	28010	99	C11	Hospitales Generales	20	Privados	N			N	s.rosario@futurmet.es
1328019438	280724	Hospital Central de La Defensa Gómez Ulla	Glorieta Del Ejercito S/N	914222000	280796	Madrid	28	Madrid	13	Madrid	28047	475	C11	Hospitales Generales	7	Ministerio de Defensa	N			N	
1328000023	280127	Hospital Universitario de La Princesa	Calle De Diego de León 62	915202200	280796	Madrid	28	Madrid	13	Madrid	28006	524	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000017	280035	Hospital Universitario 12 de Octubre	Avenida De Córdoba S/N	913908000	280796	Madrid	28	Madrid	13	Madrid	28041	1161	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000039	280029	Hospital Universitario Ramon y Cajal	Calle De Ayala 38	913368000	280796	Madrid	28	Madrid	13	Madrid	28001	886	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000036	280262	Hospital Psiquiátrico Doctor Rodriguez Lafora	Carretera De Colmenar Viejo K.13,8	915867500	280796	Madrid	28	Madrid	13	Madrid	28049	336	C14	Hospitales de salud mental y tratamiento de toxicomanías	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000028	280133	Hospital Infantil Universitario Niño Jesús	Avenida De Menéndez Pelayo 65	915035900	280796	Madrid	28	Madrid	13	Madrid	28009	170	C12	Hospitales especializados	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000041	280112	Hospital Universitario Santa Cristina	Calle Del Maestro Vives 2	915574300	280796	Madrid	28	Madrid	13	Madrid	28009	156	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000043	280072	Hospital Universitario Clínico San Carlos	Calle Del Profesor Martin Lagos S/N	913303000	280796	Madrid	28	Madrid	13	Madrid	28040	861	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	mahcscgc@insalud.es
1328000031	280014	Hospital Universitario La Paz	Paseo De La Castellana 261	917277000	280796	Madrid	28	Madrid	13	Madrid	28046	966	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	281168	Complejo Hospitalario La Paz	N	
1328000027	280246	Hospital General Universitario Gregorio Marañón	Calle Del Doctor Esquerdo 46	915868000	280796	Madrid	28	Madrid	13	Madrid	28007	1140	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	280225	Complejo Hospitalario Gregorio Marañón	N	amacho@pgob.hggm.es
1328000019	280210	Hospital de Cantoblanco	Carretera De Colmenar Viejo K.14,500	915867575	280796	Madrid	28	Madrid	13	Madrid	28049	131	C190	Otros Centros con Internamiento	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	281168	Complejo Hospitalario La Paz	N	
1328000016	280164	Hospital Carlos III	Calle De Sinesio Delgado 8-10	914532500	280796	Madrid	28	Madrid	13	Madrid	28029	90	C190	Otros Centros con Internamiento	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	281168	Complejo Hospitalario La Paz	N	
1328000086	281270	Hospital Universitario Infanta Leonor	Avenida De La Gran Vía del Este 80	911918000	280796	Madrid	28	Madrid	13	Madrid	28031	269	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	281405	Complejo Hospitalario Infanta Leonor	N	
1328000048	280259	Instituto Provincial de Rehabilitación	Calle De Francisco Silvela 40	915868967	280796	Madrid	28	Madrid	13	Madrid	28028	96	C12	Hospitales especializados	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	280225	Complejo Hospitalario Gregorio Marañón	N	
1328023076	281445	Servicio Madrileño de Salud	Avenida De Manuel Fraga Iribarne 2	913702929	280796	Madrid	28	Madrid	13	Madrid	28055	102	C190	Otros Centros con Internamiento	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000044	280091	Hospital Virgen de La Torre	Calle Del Puerto de Lumbreras 5	913315814	280796	Madrid	28	Madrid	13	Madrid	28031	91	C13	Hospitales de media y larga estancia	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	281405	Complejo Hospitalario Infanta Leonor	N	
1328000020	280148	Hospital Central de La Cruz Roja, San José y Santa Adela	Avenida De La Reina Victoria 22-26	914538300	280796	Madrid	28	Madrid	13	Madrid	28003	156	C190	Otros Centros con Internamiento	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000001	280856	Fremap Hospital Majadahonda	Carretera M-515 (Pozuelo) 61	917461540	280800	Majadahonda	28	Madrid	13	Madrid	28220	116	C12	Hospitales especializados	21	Mútuas Colaboradoras con La Seguridad Social	N			N	ignacio_lorenzo@fremap.es
1328000087	281315	Hospital Universitario Puerta de Hierro Majadahonda	Calle Manuel de Falla 1	911916000	280800	Majadahonda	28	Madrid	13	Madrid	28222	613	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328016888	281360	Hospital Universitario HM Puerta del Sur	Avenida De Carlos V 70	000000000	280920	Móstoles	28	Madrid	13	Madrid	28938	182	C11	Hospitales Generales	20	Privados	N			N	
1328000026	280894	Hospital Universitario de Móstoles	Calle Rio Júcar S/N	916648600	280920	Móstoles	28	Madrid	13	Madrid	28935	328	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	secreger@cHM.es
1328000090	281348	ID Dalud Móstoles Sa	Calle Gladiolo S/N	913702929	280920	Móstoles	28	Madrid	13	Madrid	28933	362	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000083	281304	Hospital Universitario Infanta Cristina	Avenida 9 de Junio 2	911913000	281065	Parla	28	Madrid	13	Madrid	28981	188	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000076	281203	Hospital Universitario Quironsalud Madrid	Calle Diego de Velázquez 1	917992380	281150	Pozuelo de Alarcón	28	Madrid	13	Madrid	28223	278	C11	Hospitales Generales	20	Privados	N			N	
1328026468	281467	HM Hospitales 1.989, S.A.	Avenida De José Hierro 94	000000000	281230	Rivas-Vaciamadrid	28	Madrid	13	Madrid	28521	51	C11	Hospitales Generales	20	Privados	N			N	
1328000021	280920	Hospital El Escorial	Carretera De Guadarrama 6,255	918973000	281317	San Lorenzo de El Escorial	28	Madrid	13	Madrid	28200	92	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000082	281258	Hospital Universitario Infanta Sofia	Paseo Europa 34	911914000	281343	San Sebastián de los Reyes	28	Madrid	13	Madrid	28702	276	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328023818	281456	Hospital Quirón Salud Valle del Henares	Avenida Constitución 249	000000000	281489	Torrejón de Ardoz	28	Madrid	13	Madrid	28850	79	C11	Hospitales Generales	20	Privados	N			N	
1328000089	281337	Hospital Universitario de Torrejón	Calle Mateo Inurria 1	000000000	281489	Torrejón de Ardoz	28	Madrid	13	Madrid	28850	250	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000072	281157	Hospital Universitario HM Torrelodones	Avenida Castillo de Olivares S/N	912675000	281527	Torrelodones	28	Madrid	13	Madrid	28250	86	C11	Hospitales Generales	20	Privados	N			N	
1328000080	281236	Hospital Universitario Infanta Elena	Avenida Reyes Católicos 21	918948410	281610	Valdemoro	28	Madrid	13	Madrid	28342	186	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1328000035	280936	Hospital Virgen de La Poveda	Carretera M-952 (Acceso Al Hospital) KM.5	918608000	281718	Villa del Prado	28	Madrid	13	Madrid	28630	202	C13	Hospitales de media y larga estancia	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
0129001087	290154	Hospital de Antequera	Avenida Poeta Muñoz Rojas S/N	951061008	290154	Antequera	29	Malaga	01	Andalucía	29200	159	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	informacion2.han.sspa@juntadeandalucia.e
0129001929	290393	Fundacion Cudeca. Centro de Cuidados Paliativos	Avenida Del Cosmos S/N	952564910	290252	Benalmádena	29	Malaga	01	Andalucía	29631	15	C12	Hospitales especializados	20	Privados	N			N	
0129001928	290405	Hospital Vithas Xanit Internacional	Avenida De Los Argonautas S/N	952443119	290252	Benalmádena	29	Malaga	01	Andalucía	29630	125	C11	Hospitales Generales	20	Privados	N			N	xanit@xanit.net
0129002973	290450	Hospital Vithas Xanit Estepona	Avenida Andalucía 2 y 4	952808100	290516	Estepona	29	Malaga	01	Andalucía	29680	10	C11	Hospitales Generales	20	Privados	N			N	info@cenythospital.com
0129001851	290382	Clínicas del Sur Slu	Carretera Nacional 340 S/N	952760600	290516	Estepona	29	Malaga	01	Andalucía	29680	74	C11	Hospitales Generales	20	Privados	N			N	estepona@hospiten.com
0129007460	290528	Hospital de Alta Resolución de Estepona	Calle Irene Villa González 9	951976617	290516	Estepona	29	Malaga	01	Andalucía	29680	14	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290539	Hospital Costa del Sol	N	gerencia@hcs.es
0129001079	290081	Hospital Vithas Parque San Antonio	Avenida Pintor Joaquín Sorolla 2	952211050	290672	Málaga	29	Malaga	01	Andalucía	29016	100	C11	Hospitales Generales	20	Privados	N			N	jmtamara@parquesanantonio.nehos.com
0129002504	290449	Hospital Quironsalud Málaga	Avenida Imperio Argentina 1	952176016	290672	Málaga	29	Malaga	01	Andalucía	29004	160	C11	Hospitales Generales	20	Privados	N			N	direccion.mlg@quironsalud.es
0129001085	290075	Centro Asistencial Hnas. Hospitalarias del Sagrado Corazón de Jesús	Calle San Juan Bosco 41	952256150	290672	Málaga	29	Malaga	01	Andalucía	29014	321	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	
0129001082	290108	HM Gálvez	Calle San Agustín 1	952224295	290672	Málaga	29	Malaga	01	Andalucía	29015	62	C11	Hospitales Generales	20	Privados	N			N	
0129001091	290136	Hospital Psiquiátrico San Francisco de Asís	Avenida Hernan Núñez de Toledo 5	952201464	290672	Málaga	29	Malaga	01	Andalucía	29018	180	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	hospital@hospitalsanfrancisco.com
0129001090	290069	Centro Asistencial San Juan de Dios	Camino Casabermeja 126	952250550	290672	Málaga	29	Malaga	01	Andalucía	29014	398	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	centro11@malaga1.betica.sanjuandedios-oh
0129001080	290141	HM El Pilar	Paseo De Sancha 15	952217606	290672	Málaga	29	Malaga	01	Andalucía	29016	24	C11	Hospitales Generales	20	Privados	N			N	direccion@clinicadelpilar.com
0129001084	290094	Hospital El Ángel	Calle Corregidor Nicolas Isidro 16	952045000	290672	Málaga	29	Malaga	01	Andalucía	29007	138	C11	Hospitales Generales	20	Privados	N			N	elangel@analizalab.com
0129001081	290115	HM Málaga	Avenida Carlos Haya 121	952287766	290672	Málaga	29	Malaga	01	Andalucía	29010	105	C11	Hospitales Generales	20	Privados	N			N	info@clinicadelaencarnacion.com
0129001071	290038	Hospital Civil	Plaza Del Hospital Civil S/N	951030300	290672	Málaga	29	Malaga	01	Andalucía	29009	201	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290234	Hospital Universitario Regional de Málaga	N	
0129007432	290517	Hospital Valle de Guadalhorce de Cartama	Carretera Autovía A-357 Málaga S/N	951291105	290672	Málaga	29	Malaga	01	Andalucía	29570	28	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290252	Hospital Universitario Virgen de La Victoria	N	
0129001073	290022	Hospital Universitario Virgen de La Victoria	Calle Campus Universitario Teatinos S/N	951032000	290672	Málaga	29	Malaga	01	Andalucía	29010	657	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290252	Hospital Universitario Virgen de La Victoria	N	
0129001070	290265	Hospital Materno Infantil del H.U.R. de Málaga	Calle Arroyo de Los Ángeles S/N	951030200	290672	Málaga	29	Malaga	01	Andalucía	29009	349	C12	Hospitales especializados	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290234	Hospital Universitario Regional de Málaga	N	
0129001068	290017	Hospital Universitario Regional de Málaga	Avenida Carlos Haya S/N	951030100	290672	Málaga	29	Malaga	01	Andalucía	29010	523	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290234	Hospital Universitario Regional de Málaga	N	
0129001088	290173	Hospital Quironsalud Marbella	Avenida Severo Ochoa 22	952774200	290691	Marbella	29	Malaga	01	Andalucía	29603	75	C11	Hospitales Generales	20	Privados	N			N	
0129000185	290494	Helicópteros Sanitarios Hospital	Carretera Nacional 340 S/N	952816767	290691	Marbella	29	Malaga	01	Andalucía	29600	10	C11	Hospitales Generales	20	Privados	N			N	
0129001092	290359	Ha Marbella International Hospital	Calle Ventura del Mar 11	952908628	290691	Marbella	29	Malaga	01	Andalucía	29660	30	C11	Hospitales Generales	20	Privados	N			N	bdc@marbellahighcare.com
0129003159	290472	Hospital Recoletas Marbella Slu	Calle Maestra Doña Carola 8	952899350	290691	Marbella	29	Malaga	01	Andalucía	29602	22	C11	Hospitales Generales	20	Privados	N			N	gestion@hospitalceram.com
0129001424	290461	Hospital Ochoa	Paseo Alfonso Cañas Nogueras (Paseo Marítimo) S/N	952861400	290691	Marbella	29	Malaga	01	Andalucía	29603	22	C11	Hospitales Generales	20	Privados	N			N	secretariadireccion@hospitalochoa.com
0129001066	290287	Hospital Costa del Sol	Carretera Autovía A-7 S/N	951976669	290691	Marbella	29	Malaga	01	Andalucía	29603	408	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290539	Hospital Costa del Sol	N	gerencia@hcs.es
0129007039	290506	Hospital de La Serranía	Carretera Ronda-San Pedro, Km. 2 S/N	951065077	290846	Ronda	29	Malaga	01	Andalucía	29400	150	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	direccion.hsr.sspa@juntadeandalucia.es
0129001083	290228	Hospital Internacional HM Santa Elena	Urbanización Los Álamos S/N	952386266	299018	Torremolinos	29	Malaga	01	Andalucía	29620	90	C11	Hospitales Generales	20	Privados	N			N	csantaelena@csantaelena.com
0129001075	290213	Hospital Marítimo de Torremolinos	Calle Sanatorio 5	951033735	299018	Torremolinos	29	Malaga	01	Andalucía	29620	89	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	290252	Hospital Universitario Virgen de La Victoria	N	
0129001086	290348	Clínica El Seranil	Carretera Almería S/N	952513267	290944	Vélez-Málaga	29	Malaga	01	Andalucía	29790	60	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	clinica@seranil.com
0129001077	290206	Hospital de La Axarquia	Avenida Del Sol 43	951067010	290944	Vélez-Málaga	29	Malaga	01	Andalucía	29740	219	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	
1430000065	300119	Hospital Viamed San José	Calle Maestra Lola Meseguer S/N	658762214	300050	Alcantarilla	30	Murcia	14	Región de Murcia	30820	139	C190	Otros Centros con Internamiento	20	Privados	N			N	sanjose@viamedsalud.com
1430000068	300130	Hospital Centro Medico Virgen de La Caridad Caravaca	Calle Doctor Robles S/N	968705541	300158	Caravaca de la Cruz	30	Murcia	14	Región de Murcia	30400	39	C190	Otros Centros con Internamiento	20	Privados	N			N	rmateo@cmvcaridad.com
1430000061	300124	Hospital Comarcal del Noroeste	Avenida Miguel Espinosa S/N	968709100	300158	Caravaca de la Cruz	30	Murcia	14	Región de Murcia	30400	115	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	josea.gallardo@carm.es
1430000054	300161	Santo y Real Hospital de Caridad	Camino Barrio Peral S/N	968510300	300161	Cartagena	30	Murcia	14	Región de Murcia	30310	154	C13	Hospitales de media y larga estancia	20	Privados	N			N	
1430002216	300373	Hospital Perpetuo Socorro Alameda	Calle Alameda San Antón 6	968510500	300161	Cartagena	30	Murcia	14	Región de Murcia	30205	93	C190	Otros Centros con Internamiento	20	Privados	N			N	directora-gestion@perpetuosocorro.es
1430000348	300384	Hospital C. M. Virgen de La Caridad Cartagena	Calle Jorge Juan 30	968506666	300161	Cartagena	30	Murcia	14	Región de Murcia	30205	59	C190	Otros Centros con Internamiento	20	Privados	N			N	amelia@cmvcaridad.com
1430000001	300177	Hospital Ntra. Sra. del Perpetuo Socorro	Calle Sebastián Feringan 12	968510500	300161	Cartagena	30	Murcia	14	Región de Murcia	30205	205	C190	Otros Centros con Internamiento	20	Privados	N			N	directoragerente@hperpetuosocorro.es
1430000062	300145	Hospital Santa Maria del Rosell	Paseo Alfonso Xia 61	968504800	300161	Cartagena	30	Murcia	14	Región de Murcia	30203	41	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	300351	Complejo Hospitalario de Cartagena CHC	N	
1430000036	300362	Hospital General Universitario Santa Lucia	Calle Mezquita (Paraje Los Arcos) S/N	968128600	300161	Cartagena	30	Murcia	14	Región de Murcia	30202	667	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	S	300351	Complejo Hospitalario de Cartagena CHC	N	luis.javega@carm.es
1430000066	300196	Hospital Asilo de La Real Piedad de Cehegín	Plaza Mesoncico 3	968741156	300177	Cehegín	30	Murcia	14	Región de Murcia	30430	40	C13	Hospitales de media y larga estancia	20	Privados	N			N	fundacionrealpiedad@hrpiedad.es
1430000058	300281	Hospital de La Vega Lorenzo Guirao	Carretera De Abaran S/N	968775550	300196	Cieza	30	Murcia	14	Región de Murcia	30530	124	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	luis.javega@carm.es
1430000064	300217	Hospital Virgen del Alcázar de Lorca	Alameda De Los Tristes S/N	968468600	300243	Lorca	30	Murcia	14	Región de Murcia	30800	175	C190	Otros Centros con Internamiento	20	Privados	N			N	hospital@virgendelalcazar.com
1430000063	300256	Hospital Rafael Méndez	Carretera Nacional 340, Km 589 S/N	968445500	300243	Lorca	30	Murcia	14	Región de Murcia	30817	287	C11	Hospitales Generales	2	Servicios e Institutos de Salud de Las Comunidades Autónomas	N			N	miguela.quinonero@carm.es
1430006876	300406	Hospital del Guadalentín	Calle Jerez de La Frontera S/N URB CAMPOSOL SECOR A	607758971	300269	Mazarrón	30	Murcia	14	Región de Murcia	30875	36	C190	Otros Centros con Internamiento	20	Privados	N			S	dgestion@hospitaldelguadalentin.com
1430000002	300294	Ribera Hospital de Molina	Calle Asociación S/N	968644030	300275	Molina de Segura	30	Murcia	14	Región de Murcia	30500	83	C190	Otros Centros con Internamiento	20	Privados	N			N	jose@hospitaldemolina.com
1430000057	300275	Hospital Ibermutuamur - Patología Laboral	Calle Antonio Rocamora 4	968394000	300308	Murcia	30	Murcia	14	Región de Murcia	30100	26	C12	Hospitales especializados	21	Mútuas Colaboradoras con La Seguridad Social	N			N	mariadoloressalva@ibermutua.es
1430000053	300079	Hospital La Vega Grupo Ha	Calle Doctor Román Alberca S/N	968278100	300308	Murcia	30	Murcia	14	Región de Murcia	30008	142	C11	Hospitales Generales	20	Privados	N			N	admon@clinicavirgendelavega.es
1430006933	300395	Hospital IMED Virgen de La Fuensanta	Calle Padre Félix Sánchez Blanco 5	639142354	300308	Murcia	30	Murcia	14	Región de Murcia	30009	37	C190	Otros Centros con Internamiento	20	Privados	N			S	arina@IMEDhospitales.com
1430000055	300050	Hospital Quironsalud Murcia	Calle Miguel Hernández 12	968365000	300308	Murcia	30	Murcia	14	Región de Murcia	30011	131	C11	Hospitales Generales	20	Privados	N			N	pilar.jimenez@quironsalud.es
1430000004	300317	Clínica San Felipe	Finca El Mayayo 16	968889096	300308	Murcia	30	Murcia	14	Región de Murcia	30120	62	C14	Hospitales de salud mental y tratamiento de toxicomanías	20	Privados	N			N	gerencia@clinicasanfelipe.es
