CCN	CODCNH	Nombre Centro	Cód. Provincia	Provincia	Cód. CCAA	CCAA	AD	Cod Concierto	Concierto	Forma parte Complejo	CODIDCOM	Nombre del Complejo	Es Comlejo	ALTA	TAC	RMN	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMO	DO	DIAL
0129001092	290359	Ha Marbella International Hospital	29	Malaga	01	Andalucía	N	01	Sin concierto	N			N	N	1	1	0	1	1	0	0	1	0	1	1	0	0
0129001851	290382	Clínicas del Sur Slu	29	Malaga	01	Andalucía	N	01	Sin concierto	N			N	N	1	1	0	1	1	0	0	0	0	0	1	1	0
0129002504	290449	Hospital Quironsalud Málaga	29	Malaga	01	Andalucía	N	01	Sin concierto	N			N	N	1	3	0	2	2	1	0	0	0	0	1	1	0
	040097	Hospital Universitario Torrecárdenas	04	Almería	01	Andalucía	S	01	Sin concierto	N			S	N	6	2	1	3	5	2	0	4	1	0	3	1	60
	110012	Hospital Universitario Puerta del Mar	11	Cádiz	01	Andalucía	S	01	Sin concierto	N			S	N	5	3	0	2	6	2	0	4	4	1	2	2	12
	140023	Hospital Universitario Reina Sofía	14	Córdoba	01	Andalucía	S	01	Sin concierto	N			S	N	9	4	2	4	13	4	0	4	3	2	6	6	67
	210101	Hospital Universitario Juan Ramón Jiménez	21	Huelva	01	Andalucía	S	01	Sin concierto	N			S	N	4	2	0	2	4	0	0	4	2	1	2	2	53
0222000001	220036	Hospital Sagrado Corazón de Jesús	22	Huesca	02	Aragón	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	2	0	0
0250000034	500068	Centro de Rehabilitación Psicosocial Nuestra Señora del Pilar	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250000068	500055	Hospital Royo Villanova	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	0	0	0
0250000070	500107	Centro Neuropsiquiátrico Nuestra Señora del Carmen	50	Zaragoza	02	Aragón	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250000067	500188	Unidad Rehabilitadora de Media Estancia Profesor Rey Ardid	50	Zaragoza	02	Aragón	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0222000002	220015	Hospital Universitario San Jorge	22	Huesca	02	Aragón	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	18
0222000003	220054	Hospital de Barbastro	22	Huesca	02	Aragón	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	16
0250000001	500114	Hospital San Juan de Dios	50	Zaragoza	02	Aragón		031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	34
0222000004	220020	Centro de Rehabilitación Psicosocial Santo Cristo de Los Milagros	22	Huesca	02	Aragón	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0222000030	220105	Centro Sanitario Bajo Cinca-Baix Cinca	22	Huesca	02	Aragón	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0244000003	440027	Hospital de San José	44	Teruel	02	Aragón	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0250000085	500172	Unidad de Rehabilitación de Larga Estancia	50	Zaragoza	02	Aragón	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250000095	500200	Centro Sanitario Cinco Villas	50	Zaragoza	02	Aragón	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250000002	500129	Hospital Quironsalud Zaragoza	50	Zaragoza	02	Aragón	N	01	Sin concierto	N			N	N	1	2	0	1	0	0	0	1	0	1	1	1	0
0250000035	500093	Clínica Montpellier, Grupo Ha, S.A.U	50	Zaragoza	02	Aragón	N	02	Concierto parcial	N			N	N	1	2	0	1	1	0	0	0	0	0	1	0	0
0250000087	500080	Hospital Maz	50	Zaragoza	02	Aragón		02	Concierto parcial	N			N	N	1	2	0	1	0	1	0	0	0	0	0	0	0
0222000005	220089	Hospital de Jaca Salud	22	Huesca	02	Aragón	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	18
0222000006	220041	Hospital Viamed Santiago	22	Huesca	02	Aragón	N	01	Sin concierto	N			N	N	1	1	1	0	0	0	0	0	1	0	1	0	0
0244000004	440033	Centro de Rehabilitación Psicosocial San Juan de Dios	44	Teruel	02	Aragón	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250000083	500074	Hospital Nuestra Señora de Gracia	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	3	0	0
0250000086	500195	Hospital de Rehabilitación Psiquiatrica Prisma	50	Zaragoza	02	Aragón	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0250004610	500140	Hospital General de La Defensa En Zaragoza	50	Zaragoza	02	Aragón	N	032	Concierto sustitutorio	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	10
0250005838	500223	Hospital Hernan Cortes Miraflores	50	Zaragoza	02	Aragón		02	Concierto parcial	N			N	N	1	1	0	1	1	0	0	0	0	0	1	1	1
0250000091	500218	Hospital Viamed Montecanal	50	Zaragoza	02	Aragón	N	02	Concierto parcial	N			N	N	1	1	0	1	1	1	0	0	0	0	1	0	1
0250000069	500021	Hospital Universitario Miguel Servet	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	5	3	0	2	3	0	0	3	2	1	3	1	34
0250000071	500016	Hospital Clínico Universitario Lozano Blesa	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	3	2	0	2	2	1	0	3	2	1	3	0	48
0244000001	440048	Hospital de Alcañiz	44	Teruel	02	Aragón		01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0244000002	440012	Hospital Obispo Polanco	44	Teruel	02	Aragón	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	24
0250000082	500153	Hospital Ernest Lluch Martin	50	Zaragoza	02	Aragón	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	12
0333005233	330354	Hospital Gijón	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333000032	330321	Centro Salud Mental Perez Espinosa	33	Asturias	03	Ppdo. de Asturias		01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333000265	330376	Instituto Oftalmológico Fernandez-Vega	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333001472	330045	Hospital Monte Naranco	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	2	0	0
0333002321	330313	Hospital de Luarca	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333002526	330208	Hospital Begoña	33	Asturias	03	Ppdo. de Asturias	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0333002581	330332	Clínica Psiquiatrica Somio	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333002620	330096	Clínica San Rafael	33	Asturias	03	Ppdo. de Asturias	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333003295	330365	Centro Terapeutico Vista Alegre	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333003421	330117	Fundacion Hospital de Avilés	33	Asturias	03	Ppdo. de Asturias		02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333005595	330322	Cti de La Corredoria	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333000848	330254	Fundacion Sanatorio Adaro	33	Asturias	03	Ppdo. de Asturias	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0333002562	330077	Clínica Asturias	33	Asturias	03	Ppdo. de Asturias	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333002775	330169	Hospital Cruz Roja Gijón	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	2	0	16
0333002777	330100	Hospital Universitario San Agustín	33	Asturias	03	Ppdo. de Asturias	S	031	Red de utilización pública (RUP)	N			N	N	2	2	0	0	0	0	0	0	0	0	1	0	19
0333002781	330175	Hospital Covadonga	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0333003415	330061	Centro Medico de Asturias	33	Asturias	03	Ppdo. de Asturias	N	01	Sin concierto	N			N	N	1	2	1	1	0	0	0	1	1	1	1	1	0
0333005582	330325	Hospital Vital Alvarez Buylla	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	16
0333002776	330194	Hospital de Jove	33	Asturias	03	Ppdo. de Asturias	S	032	Concierto sustitutorio	N			N	N	1	2	0	0	0	1	0	2	0	1	1	0	29
0333001050	330138	Hospital Carmen y Severo Ochoa	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	10
0333001052	330241	Hospital Valle del Nalon	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	1	1	0	0	0	1	0	0	0	0	1	0	16
0333002574	330306	Hospital del Oriente de Asturias Francisco Grande Covian	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333002780	330156	Hospital Universitario de Cabueñes	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	4	2	0	1	1	0	0	0	0	0	1	0	20
0333005240	330292	Hospital Universitario Central de Asturias	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	6	5	0	3	6	1	0	4	1	2	2	2	59
0333005968	330409	Centro de Tratamiento Integral Montevil	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0333004419	330143	Hospital de Jarrio	33	Asturias	03	Ppdo. de Asturias	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	8
0407000002	070048	Hospital General de Mallorca	07	Illes Balears	04	Illes Balears	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0407000011	070064	Mutua Balear	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0407001223	070070	Hospital de La Creu Roja Espanyola	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	0	1	0	0	0	0	0	0	0	0	0	0	0
0407000005	070086	Hospital Sant Joan de Deu	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0407000218	070162	Hospital Joan March	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	1	0
0407001219	070201	Policlínica Nuestra Sra. del Rosario	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	2	0	1	1	0	0	0	0	0	0	0	0
0407000032	070244	Clínica Juaneda Menorca	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0407000003	070260	Hospital Juaneda Muro	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0407000006	070295	Clínica Juaneda Mahón	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0407001619	070366	Hospital de Formentera	07	Illes Balears	04	Illes Balears	N	01	Sin concierto	N			N	N	1	0	0	1	0	0	0	0	0	0	1	0	6
0407001688	070423	Hospital Quironsalud Son Veri	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0407003152	070434	Clínica Luz de Palma	07	Illes Balears	04	Illes Balears	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0407000004	070099	Clínica Rotger	07	Illes Balears	04	Illes Balears	N	01	Sin concierto	N			N	N	2	2	1	1	1	1	0	0	1	1	1	1	0
0407000008	070110	Clínica Juaneda	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	1	1	0	1	1	0	0	0	0	0	1	1	0
0407000010	070184	Hospital Can Misses	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	2	1	0	1	1	1	0	0	0	0	2	1	25
0407000216	070051	Hospital Psiquiatric	07	Illes Balears	04	Illes Balears	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0407000872	070399	Hospital Universitari Son Espases	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	4	4	1	2	3	1	0	4	3	1	2	1	36
0407001618	070344	Hospital Quironsalud Palmaplanas	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	3	0	1	1	1	0	0	0	0	1	1	0
0407000009	070131	Juaneda Miramar	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	1	2	0	1	1	1	0	1	1	0	1	1	34
0407000001	070309	Hospital de Manacor	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	2	0	18
0407001617	070333	Hospital Son Llatzer	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	3	2	0	1	1	0	0	0	0	0	2	2	32
0407000411	070377	Hospital Comarcal D´Inca	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	15
0407000423	070388	Hospital Mateu Orfila	07	Illes Balears	04	Illes Balears	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	28
0407001647	070412	Hospital de Llevant	07	Illes Balears	04	Illes Balears	S	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	10
0407003804	070445	Hospital Sant Joan de Deu Inca	07	Illes Balears	04	Illes Balears	N	02	Concierto parcial	N			N	N	0	1	0	0	0	0	0	0	0	0	0	0	0
0407004406	070456	Clínica Juaneda Ciutadella	07	Illes Balears	04	Illes Balears	S	02	Concierto parcial	N			N	S	1	1	0	0	0	0	0	0	0	0	1	1	0
0535000321	350206	Hospital Perpetuo Socorro	35	Las Palmas	05	Canarias	N	02	Concierto parcial	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	0
0538000116	380103	Hospital Parque	38	Santa Cruz De Tenerife	05	Canarias	N	01	Sin concierto	N			N	N	1	1	0	1	0	0	0	0	0	0	1	1	0
0535000323	350115	Hospital San José	35	Las Palmas	05	Canarias	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0535000688	350265	Quinta Medica de Reposo	35	Las Palmas	05	Canarias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0535001550	350192	Clínica Bandama	35	Las Palmas	05	Canarias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0535000315	350167	Clínica Cajal	35	Las Palmas	05	Canarias		01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0535000319	350287	Hospital Ciudad de Telde	35	Las Palmas	05	Canarias	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0535000463	350326	Hospiten Lanzarote	35	Las Palmas	05	Canarias	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0535001524	350389	Hospital Parque Fuerteventura	35	Las Palmas	05	Canarias	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0538000120	380282	Hospital Quirón Salud Costa Adeje	38	Santa Cruz De Tenerife	05	Canarias	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0538000130	380099	Vithas Hospital Santa Cruz	38	Santa Cruz De Tenerife	05	Canarias	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0538000115	380201	Hospital Quironsalud Vida	38	Santa Cruz De Tenerife	05	Canarias	N	01	Sin concierto	N			N	N	1	0	0	0	0	1	0	0	0	0	0	0	0
0538000118	380359	Clínica Tara	38	Santa Cruz De Tenerife	05	Canarias	N	02	Concierto parcial	N			N	N	0	1	0	0	0	0	0	0	0	0	1	1	0
0535000320	350154	Hospital La Paloma	35	Las Palmas	05	Canarias	N	02	Concierto parcial	N			N	N	1	1	0	0	1	0	0	0	0	0	2	0	0
0535001314	350173	Hospital Universitario San Roque Las Palmas	35	Las Palmas	05	Canarias	S	02	Concierto parcial	N			N	N	1	3	1	1	1	1	0	1	1	1	1	1	0
0535001838	350290	Complejo Hospitalario Universitario Insular Materno Infantil	35	Las Palmas	05	Canarias	S	01	Sin concierto	N			N	N	5	3	1	1	2	1	0	0	2	1	2	1	37
0535003934	350249	Hospital Insular de Lanzarote	35	Las Palmas	05	Canarias	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0538000373	380295	Hospital Universitario Hospiten Rambla	38	Santa Cruz De Tenerife	05	Canarias		01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0538001244	380064	Hospital San Juan de Dios Tenerife	38	Santa Cruz De Tenerife	05	Canarias	S	02	Concierto parcial	N			N	N	1	1	0	1	0	0	0	0	0	0	0	0	0
0538002289	380244	Hospital Nuestra Señora de Guadalupe	38	Santa Cruz De Tenerife	05	Canarias		01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	6
0538002380	380348	Hospital del Sur	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380012	Complejo Hospitalario Universitario Nuestra Señora de Candelaria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
	350332	Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín	35	Las Palmas	05	Canarias	S	01	Sin concierto	N			S	N	4	2	3	3	12	1	0	6	2	1	1	1	119
	380012	Complejo Hospitalario Universitario Nuestra Señora de Candelaria	38	Santa Cruz De Tenerife	05	Canarias	S	01	Sin concierto	N			S	N	3	4	3	3	4	1	0	4	3	2	7	1	52
	380326	Complejo Hospitalario Universitario de Canarias	38	Santa Cruz De Tenerife	05	Canarias	S	01	Sin concierto	N			S	N	4	3	3	2	4	1	0	4	3	0	1	1	23
0535001830	350311	Hospital Universitario de Gran Canaria Dr. Negrín	35	Las Palmas	05	Canarias	DC	DC	DC	S	350332	Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0535003839	350271	Hospital San Roque de Guía	35	Las Palmas	05	Canarias	DC	DC	DC	S	350332	Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0535003845	350069	Hospital Universitario de Salud Mental Juan Carlos I	35	Las Palmas	05	Canarias	DC	DC	DC	S	350332	Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0538001932	380027	Hospital Universitario Nuestra Señora de Candelaria	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380012	Complejo Hospitalario Universitario Nuestra Señora de Candelaria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0538002381	380337	Hospital del Norte	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380326	Complejo Hospitalario Universitario de Canarias	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0538004230	380033	Hospital de Ofra	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380012	Complejo Hospitalario Universitario Nuestra Señora de Candelaria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0538004244	380048	Unidades Clínicas y de Rehabilitación de Salud Mental	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380326	Complejo Hospitalario Universitario de Canarias	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0535000322	350304	Hospiten Clínica Roca San Agustín	35	Las Palmas	05	Canarias	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	2	1	3
0535000324	350120	Hospital Universitario Vithas Las Palmas	35	Las Palmas	05	Canarias	S	02	Concierto parcial	N			N	N	1	2	0	1	0	1	0	0	0	0	1	1	0
0535001243	350367	Hospital Universitario San Roque Maspalomas	35	Las Palmas	05	Canarias	S	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0535001908	350252	Hospital General de Fuerteventura	35	Las Palmas	05	Canarias	S	01	Sin concierto	N			N	N	2	1	0	1	2	0	0	1	0	0	1	0	24
0535002243	350228	Hospital Universitario Dr. José Molina Orosa	35	Las Palmas	05	Canarias	S	01	Sin concierto	N			N	N	2	1	0	1	0	0	0	1	0	0	1	0	9
0538000121	380146	Hospital Universitario Hospiten Sur	38	Santa Cruz De Tenerife	05	Canarias	S	02	Concierto parcial	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	28
0538000126	380223	Hospital Universitario Hospiten Bellevue	38	Santa Cruz De Tenerife	05	Canarias	S	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	2
0538000536	380086	Hospital Quirón Salud Tenerife	38	Santa Cruz De Tenerife	05	Canarias	S	02	Concierto parcial	N			N	N	1	2	0	1	0	0	0	0	0	0	2	1	25
0538002288	380276	Hospital Insular Nuestra Señora de Los Reyes	38	Santa Cruz De Tenerife	05	Canarias		01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	9
0538002290	380316	Hospital Universitario General de La Palma	38	Santa Cruz De Tenerife	05	Canarias	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	38
0538001821	380178	Hospital Universitario de Canarias	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380326	Complejo Hospitalario Universitario de Canarias	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0535004296	350401	Centro Sanitario Residencial Las Palmas (Cesar Las Palmas)	35	Las Palmas	05	Canarias	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0535004342	350402	Hospital Polivalente Anexo Juan Carlos I	35	Las Palmas	05	Canarias	DC	DC	DC	S	350332	Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0538004740	380361	Centro Asistencial Polivalente USAN	38	Santa Cruz De Tenerife	05	Canarias	DC	DC	DC	S	380012	Complejo Hospitalario Universitario Nuestra Señora de Candelaria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0639000883	390041	Hospital Mutua Montañesa	39	Cantabria	06	Cantabria	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0639000462	390054	Hospital Santa Clotilde	39	Cantabria	06	Cantabria	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0639001300	390067	Centro Hospitalario Padre Menni	39	Cantabria	06	Cantabria	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0639000197	390015	Hospital Universitario Marques de Valdecilla	39	Cantabria	06	Cantabria	S	01	Sin concierto	N			N	N	5	4	2	4	8	1	0	4	1	2	1	1	32
0639000455	390152	Hospital Mompia	39	Cantabria	06	Cantabria	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	1	0	0	1	0	0
0639000456	390134	Hospital Comarcal de Laredo	39	Cantabria	06	Cantabria	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0639000989	390149	Hospital Sierrallana	39	Cantabria	06	Cantabria	S	01	Sin concierto	N			N	N	3	2	0	0	0	0	0	0	0	0	2	0	0
0747001317	470053	Sanatorio Sagrado Corazón	47	Valladolid	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	1	0	0	0	0	0	1	1	0
0724001716	240140	Hospital de La Reina	24	León	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0747001314	470091	Hospital Medina del Campo	47	Valladolid	07	Castilla y León	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0724001721	240220	Hospital Valle de Laciana	24	León	07	Castilla y León	N	032	Concierto sustitutorio	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0734000721	340035	Hospital Psiquiátrico San Luis	34	Palencia	07	Castilla y León	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0709001369	090079	Hospital Santos Reyes	09	Burgos	07	Castilla y León	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0705001823	050072	Hospital de Salud Mental Casta Salud Arévalo	05	Ávila	07	Castilla y León	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0724001715	240212	Clínica Ponferrada Recoletas	24	León	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	1	0	0	1	1	0
0724001718	240055	HM Regla	24	León	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	1	0	0	0	0	1	1	0
0740000779	400045	Hospital Recoletas Segovia Nuestra Señora de La Misericordia	40	Segovia	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	1	0	0	1	0	0
0749000898	490081	Hospital Recoletas de Zamora	49	Zamora	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0709001375	090050	Hospital San Juan de Dios Burgos	09	Burgos	07	Castilla y León	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0734000720	340053	Hospital Recoletas de Palencia	34	Palencia	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0734000722	340040	Área Psiquiatrica San Juan de Dios	34	Palencia	07	Castilla y León	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0737001405	370055	Hospital General de La Santísima Trinidad	37	Salamanca	07	Castilla y León	N	01	Sin concierto	N			N	N	1	1	1	0	0	0	0	0	1	0	1	1	0
0747001315	470113	Hospital Recoletas Campo Grande	47	Valladolid	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	1	0	0	0	1	0	1	0	0	0
	090133	Complejo Asistencial Universitario de Burgos	09	Burgos	07	Castilla y León	S	01	Sin concierto	N			S	N	3	2	1	1	1	0	0	2	2	1	2	1	42
